tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_hand_r,winner_hand_l,loser_hand_r,loser_hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F,player_1,player_2
2008-540,Wimbledon,Grass,128,G,20080623,113,103819,1.0,,Roger Federer,R,185.0,SUI,26.8747433265,1.0,6900.0,103720,24.0,,Lleyton Hewitt,R,180.0,AUS,27.3264887064,27.0,1050.0,7-6(7) 6-2 6-4,5,R16,110.0,21.0,3.0,98.0,60.0,51.0,20.0,15.0,8.0,8.0,8.0,1.0,87.0,54.0,42.0,16.0,15.0,0.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,103819,103720
2008-540,Wimbledon,Grass,128,G,20080623,114,104339,,,Mario Ancic,R,196.0,CRO,24.2327173169,43.0,845.0,104269,19.0,,Fernando Verdasco,L,188.0,ESP,24.605065024,18.0,1300.0,3-6 4-6 6-3 6-4 13-11,5,R16,230.0,15.0,6.0,183.0,111.0,86.0,35.0,31.0,5.0,9.0,10.0,14.0,172.0,122.0,90.0,26.0,31.0,3.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,104269,104339
2008-540,Wimbledon,Grass,128,G,20080623,115,103498,,,Marat Safin,R,193.0,RUS,28.4052019165,75.0,530.0,104527,10.0,,Stanislas Wawrinka,R,183.0,SUI,23.2388774812,9.0,1615.0,6-4 6-3 5-7 6-1,5,R16,161.0,6.0,5.0,126.0,66.0,49.0,33.0,19.0,11.0,14.0,8.0,8.0,114.0,63.0,40.0,21.0,19.0,6.0,13.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,104527,103498
2008-540,Wimbledon,Grass,128,G,20080623,116,103852,32.0,,Feliciano Lopez,L,188.0,ESP,26.7570157426,35.0,950.0,104571,22.0,,Marcos Baghdatis,R,183.0,CYP,23.0171115674,25.0,1090.0,5-7 6-2 3-6 7-6(4) 8-6,5,R16,222.0,25.0,3.0,171.0,106.0,83.0,38.0,27.0,10.0,12.0,18.0,5.0,173.0,98.0,76.0,42.0,28.0,7.0,10.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,104571,103852
2008-540,Wimbledon,Grass,128,G,20080623,117,102783,,,Rainer Schuettler,R,180.0,GER,32.1615331964,94.0,472.0,104386,,,Janko Tipsarevic,R,180.0,SRB,24.0027378508,40.0,858.0,6-4 3-6 6-4 7-6(4),5,R16,186.0,11.0,5.0,129.0,74.0,62.0,29.0,20.0,4.0,5.0,20.0,4.0,135.0,78.0,63.0,30.0,21.0,9.0,11.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,102783,104386
2008-540,Wimbledon,Grass,128,G,20080623,118,103096,,,Arnaud Clement,R,173.0,FRA,30.5160848734,145.0,317.0,105227,,,Marin Cilic,R,198.0,CRO,19.7344284736,55.0,705.0,6-3 7-5 6-2,5,R16,118.0,6.0,0.0,94.0,58.0,43.0,21.0,15.0,3.0,4.0,16.0,3.0,87.0,48.0,36.0,16.0,14.0,4.0,9.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,103096,105227
2008-540,Wimbledon,Grass,128,G,20080623,119,104918,11.0,,Andy Murray,R,190.0,GBR,21.1088295688,11.0,1555.0,104755,9.0,,Richard Gasquet,R,185.0,FRA,22.0150581793,10.0,1610.0,5-7 3-6 7-6(3) 6-2 6-4,5,R16,238.0,15.0,6.0,187.0,103.0,78.0,43.0,25.0,15.0,18.0,12.0,6.0,188.0,114.0,85.0,32.0,26.0,11.0,15.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,104918,104755
2008-540,Wimbledon,Grass,128,G,20080623,120,104745,2.0,,Rafael Nadal,L,185.0,ESP,22.0561259411,2.0,5755.0,104022,16.0,,Mikhail Youzhny,R,183.0,RUS,25.9958932238,17.0,1305.0,6-3 6-3 6-1,5,R16,131.0,3.0,1.0,70.0,49.0,38.0,13.0,13.0,3.0,4.0,4.0,5.0,95.0,60.0,35.0,12.0,12.0,10.0,16.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,104022,104745
2008-540,Wimbledon,Grass,128,G,20080623,121,103819,1.0,,Roger Federer,R,185.0,SUI,26.8747433265,1.0,6900.0,104339,,,Mario Ancic,R,196.0,CRO,24.2327173169,43.0,845.0,6-1 7-5 6-4,5,QF,102.0,15.0,0.0,71.0,49.0,43.0,18.0,15.0,0.0,0.0,9.0,2.0,95.0,58.0,41.0,17.0,14.0,6.0,10.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,103819,104339
2008-540,Wimbledon,Grass,128,G,20080623,122,103498,,,Marat Safin,R,193.0,RUS,28.4052019165,75.0,530.0,103852,32.0,,Feliciano Lopez,L,188.0,ESP,26.7570157426,35.0,950.0,3-6 7-5 7-6(1) 6-3,5,QF,160.0,18.0,3.0,122.0,69.0,53.0,31.0,20.0,5.0,8.0,17.0,6.0,127.0,74.0,57.0,22.0,22.0,3.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,103852,103498
2008-540,Wimbledon,Grass,128,G,20080623,123,102783,,,Rainer Schuettler,R,180.0,GER,32.1615331964,94.0,472.0,103096,,,Arnaud Clement,R,173.0,FRA,30.5160848734,145.0,317.0,6-3 5-7 7-6(6) 6-7(7) 8-6,5,QF,312.0,13.0,7.0,202.0,116.0,79.0,46.0,30.0,8.0,15.0,9.0,5.0,214.0,118.0,74.0,52.0,29.0,11.0,19.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,102783,103096
2008-540,Wimbledon,Grass,128,G,20080623,124,104745,2.0,,Rafael Nadal,L,185.0,ESP,22.0561259411,2.0,5755.0,104918,11.0,,Andy Murray,R,190.0,GBR,21.1088295688,11.0,1555.0,6-3 6-2 6-4,5,QF,115.0,4.0,1.0,66.0,41.0,36.0,20.0,14.0,0.0,0.0,5.0,2.0,91.0,46.0,31.0,18.0,13.0,6.0,10.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,104918,104745
2008-540,Wimbledon,Grass,128,G,20080623,125,103819,1.0,,Roger Federer,R,185.0,SUI,26.8747433265,1.0,6900.0,103498,,,Marat Safin,R,193.0,RUS,28.4052019165,75.0,530.0,6-3 7-6(3) 6-4,5,SF,103.0,15.0,0.0,90.0,60.0,46.0,24.0,16.0,2.0,2.0,13.0,0.0,93.0,62.0,46.0,17.0,15.0,3.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,103819,103498
2008-540,Wimbledon,Grass,128,G,20080623,126,104745,2.0,,Rafael Nadal,L,185.0,ESP,22.0561259411,2.0,5755.0,102783,,,Rainer Schuettler,R,180.0,GER,32.1615331964,94.0,472.0,6-1 7-6(3) 6-4,5,SF,122.0,6.0,1.0,75.0,60.0,49.0,10.0,14.0,1.0,2.0,3.0,0.0,89.0,60.0,39.0,13.0,15.0,7.0,12.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,102783,104745
2008-540,Wimbledon,Grass,128,G,20080623,127,104745,2.0,,Rafael Nadal,L,185.0,ESP,22.0561259411,2.0,5755.0,103819,1.0,,Roger Federer,R,185.0,SUI,26.8747433265,1.0,6900.0,6-4 6-4 6-7(5) 6-7(8) 9-7,5,F,288.0,6.0,3.0,218.0,160.0,111.0,34.0,30.0,12.0,13.0,25.0,2.0,195.0,127.0,92.0,39.0,30.0,9.0,13.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,103819,104745
2008-423,Los Angeles,Hard,28,A,20080804,1,102811,,LL,Dusan Vemic,R,190.0,SRB,32.1314168378,178.0,229.0,104173,,Q,Sam Warburg,R,190.0,USA,25.2676249144,139.0,329.0,3-6 7-6(5) 6-4,3,R32,174.0,10.0,10.0,109.0,73.0,50.0,15.0,15.0,11.0,15.0,8.0,6.0,115.0,73.0,49.0,19.0,16.0,9.0,13.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104173,102811
2008-423,Los Angeles,Hard,28,A,20080804,2,102967,,,Marc Gicquel,R,188.0,FRA,31.3483915127,49.0,829.0,103530,,WC,Zack Fleishman,R,188.0,USA,28.3832991102,437.0,67.0,6-3 6-0,3,R32,50.0,2.0,3.0,48.0,28.0,23.0,12.0,8.0,1.0,1.0,4.0,4.0,37.0,20.0,8.0,8.0,7.0,1.0,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103530,102967
2008-423,Los Angeles,Hard,28,A,20080804,3,105385,,,Donald Young,L,183.0,USA,19.0335386721,100.0,456.0,103163,8.0,,Tommy Haas,R,188.0,GER,30.3381245722,40.0,890.0,6-2 6-4,3,R32,83.0,2.0,6.0,52.0,26.0,21.0,12.0,9.0,1.0,2.0,5.0,2.0,63.0,31.0,20.0,14.0,9.0,5.0,9.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103163,105385
2008-423,Los Angeles,Hard,28,A,20080804,4,103823,,,Denis Gremelmayr,L,183.0,GER,26.9678302533,89.0,506.0,104926,,,Fabio Fognini,R,178.0,ITA,21.1991786448,69.0,604.0,6-4 6-2,3,R32,60.0,4.0,3.0,49.0,24.0,16.0,16.0,9.0,4.0,6.0,2.0,3.0,49.0,26.0,16.0,8.0,9.0,1.0,6.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103823,104926
2008-423,Los Angeles,Hard,28,A,20080804,5,104639,,,Wayne Odesnik,L,180.0,USA,22.7022587269,103.0,452.0,104035,,,Bobby Reynolds,R,183.0,USA,26.0506502396,91.0,492.0,4-6 6-1 6-4,3,R32,118.0,9.0,1.0,85.0,53.0,34.0,23.0,14.0,5.0,7.0,4.0,6.0,81.0,51.0,34.0,13.0,13.0,6.0,10.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104639,104035
2008-423,Los Angeles,Hard,28,A,20080804,6,103498,5.0,,Marat Safin,R,193.0,RUS,28.5201916496,44.0,850.0,104545,,,John Isner,R,206.0,USA,23.2744695414,133.0,346.0,6-3 6-4,3,R32,77.0,9.0,2.0,58.0,32.0,28.0,15.0,10.0,1.0,1.0,11.0,2.0,60.0,38.0,29.0,8.0,9.0,3.0,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104545,103498
2008-423,Los Angeles,Hard,28,A,20080804,7,102845,7.0,,Carlos Moya,R,190.0,ESP,31.9370294319,30.0,970.0,103598,,WC,Xavier Malisse,R,185.0,BEL,28.0438056126,157.0,293.0,6-2 1-6 7-6(5),3,R32,127.0,2.0,2.0,94.0,43.0,29.0,29.0,13.0,8.0,11.0,9.0,2.0,100.0,64.0,43.0,18.0,14.0,9.0,12.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,102845,103598
2008-423,Los Angeles,Hard,28,A,20080804,8,104025,,Q,Amer Delic,R,196.0,BIH,26.0971937029,137.0,333.0,104534,,,Dudi Sela,R,175.0,ISR,23.3347022587,76.0,542.0,6-4 6-4,3,R32,79.0,4.0,4.0,73.0,43.0,34.0,14.0,10.0,5.0,5.0,0.0,5.0,77.0,45.0,29.0,17.0,10.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104025,104534
2008-423,Los Angeles,Hard,28,A,20080804,9,103521,,Q,Andrea Stoppini,R,190.0,ITA,28.4298425736,221.0,172.0,103857,,,Igor Kunitsyn,R,180.0,RUS,26.8446269678,87.0,514.0,6-1 6-3,3,R32,61.0,2.0,2.0,49.0,30.0,21.0,7.0,8.0,4.0,7.0,0.0,3.0,49.0,26.0,12.0,6.0,8.0,3.0,10.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103521,103857
2008-423,Los Angeles,Hard,28,A,20080804,10,103888,6.0,,Mardy Fish,R,188.0,USA,26.6529774127,43.0,860.0,104268,,,Alejandro Falla,L,185.0,COL,24.7227926078,121.0,414.0,6-2 6-2,3,R32,62.0,4.0,1.0,46.0,20.0,17.0,17.0,8.0,3.0,3.0,0.0,3.0,52.0,22.0,11.0,16.0,8.0,3.0,7.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,103888,104268
2008-423,Los Angeles,Hard,28,A,20080804,11,102434,,,Vincent Spadea,R,183.0,USA,34.045174538,99.0,457.0,103206,,,Sebastien Grosjean,R,175.0,FRA,30.1848049281,68.0,614.0,6-3 3-6 6-3,3,R32,118.0,2.0,4.0,98.0,54.0,36.0,23.0,14.0,7.0,10.0,1.0,3.0,83.0,46.0,33.0,17.0,13.0,3.0,7.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103206,102434
2008-423,Los Angeles,Hard,28,A,20080804,12,103722,,,Florent Serra,R,180.0,FRA,27.4305270363,75.0,542.0,104979,,Q,Andrey Golubev,R,185.0,KAZ,21.0376454483,163.0,270.0,6-4 6-1,3,R32,56.0,1.0,1.0,48.0,32.0,26.0,8.0,9.0,0.0,1.0,1.0,1.0,41.0,24.0,14.0,6.0,8.0,0.0,4.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104979,103722
2008-423,Los Angeles,Hard,28,A,20080804,13,104053,1.0,,Andy Roddick,R,188.0,USA,25.9301848049,9.0,1865.0,102811,,LL,Dusan Vemic,R,190.0,SRB,32.1314168378,178.0,229.0,6-2 6-2,3,R16,73.0,8.0,4.0,47.0,31.0,27.0,7.0,8.0,4.0,4.0,4.0,2.0,61.0,43.0,25.0,7.0,8.0,4.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,102811,104053
2008-423,Los Angeles,Hard,28,A,20080804,14,102967,,,Marc Gicquel,R,188.0,FRA,31.3483915127,49.0,829.0,105385,,,Donald Young,L,183.0,USA,19.0335386721,100.0,456.0,6-3 6-3,3,R16,71.0,5.0,2.0,60.0,35.0,26.0,15.0,9.0,2.0,2.0,4.0,2.0,53.0,32.0,23.0,10.0,9.0,4.0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,105385,102967
2008-423,Los Angeles,Hard,28,A,20080804,15,103823,,,Denis Gremelmayr,L,183.0,GER,26.9678302533,89.0,506.0,103852,4.0,,Feliciano Lopez,L,188.0,ESP,26.8720054757,26.0,1040.0,7-5 7-5,3,R16,115.0,5.0,1.0,81.0,41.0,29.0,23.0,12.0,7.0,8.0,11.0,4.0,79.0,43.0,28.0,19.0,12.0,5.0,8.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,103852,103823
2008-423,Los Angeles,Hard,28,A,20080804,16,103498,5.0,,Marat Safin,R,193.0,RUS,28.5201916496,44.0,850.0,104639,,,Wayne Odesnik,L,180.0,USA,22.7022587269,103.0,452.0,6-3 6-2,3,R16,80.0,11.0,3.0,61.0,32.0,25.0,11.0,9.0,3.0,5.0,0.0,4.0,48.0,23.0,12.0,10.0,8.0,1.0,6.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,104639,103498
2008-423,Los Angeles,Hard,28,A,20080804,17,104025,,Q,Amer Delic,R,196.0,BIH,26.0971937029,137.0,333.0,102845,7.0,,Carlos Moya,R,190.0,ESP,31.9370294319,30.0,970.0,6-2 6-7(5) 7-6(5),3,R16,139.0,14.0,3.0,116.0,76.0,57.0,20.0,16.0,6.0,8.0,6.0,5.0,97.0,59.0,45.0,20.0,16.0,0.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,102845,104025
2008-423,Los Angeles,Hard,28,A,20080804,18,105223,3.0,,Juan Martin Del Potro,R,198.0,ARG,19.8631074606,24.0,1090.0,103521,,Q,Andrea Stoppini,R,190.0,ITA,28.4298425736,221.0,172.0,6-4 6-2,3,R16,70.0,3.0,2.0,46.0,30.0,24.0,11.0,9.0,1.0,2.0,3.0,4.0,66.0,41.0,22.0,13.0,9.0,7.0,11.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103521,105223
2008-423,Los Angeles,Hard,28,A,20080804,19,103888,6.0,,Mardy Fish,R,188.0,USA,26.6529774127,43.0,860.0,102434,,,Vincent Spadea,R,183.0,USA,34.045174538,99.0,457.0,6-7(5) 6-1 6-0,3,R16,111.0,14.0,2.0,94.0,45.0,36.0,25.0,13.0,8.0,9.0,3.0,9.0,85.0,42.0,27.0,17.0,12.0,5.0,11.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,102434,103888
2008-423,Los Angeles,Hard,28,A,20080804,20,103722,,,Florent Serra,R,180.0,FRA,27.4305270363,75.0,542.0,104269,2.0,,Fernando Verdasco,L,188.0,ESP,24.720054757,12.0,1385.0,6-2 7-6(4),3,R16,109.0,2.0,0.0,79.0,58.0,40.0,8.0,10.0,5.0,7.0,0.0,10.0,81.0,56.0,35.0,7.0,10.0,3.0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,103722,104269
2008-423,Los Angeles,Hard,28,A,20080804,21,104053,1.0,,Andy Roddick,R,188.0,USA,25.9301848049,9.0,1865.0,102967,,,Marc Gicquel,R,188.0,FRA,31.3483915127,49.0,829.0,6-3 6-1,3,QF,66.0,6.0,0.0,47.0,33.0,26.0,8.0,8.0,1.0,1.0,6.0,3.0,53.0,28.0,17.0,11.0,8.0,5.0,9.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,102967,104053
2008-423,Los Angeles,Hard,28,A,20080804,22,103823,,,Denis Gremelmayr,L,183.0,GER,26.9678302533,89.0,506.0,103498,5.0,,Marat Safin,R,193.0,RUS,28.5201916496,44.0,850.0,3-6 6-3 6-2,3,QF,106.0,3.0,2.0,74.0,46.0,32.0,17.0,13.0,2.0,4.0,5.0,5.0,82.0,42.0,31.0,16.0,13.0,4.0,8.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,103498,103823
2008-423,Los Angeles,Hard,28,A,20080804,23,105223,3.0,,Juan Martin Del Potro,R,198.0,ARG,19.8631074606,24.0,1090.0,104025,,Q,Amer Delic,R,196.0,BIH,26.0971937029,137.0,333.0,7-6(6) 6-2,3,QF,89.0,7.0,2.0,60.0,44.0,34.0,11.0,10.0,4.0,5.0,3.0,1.0,70.0,40.0,26.0,14.0,10.0,3.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104025,105223
2008-423,Los Angeles,Hard,28,A,20080804,24,103888,6.0,,Mardy Fish,R,188.0,USA,26.6529774127,43.0,860.0,103722,,,Florent Serra,R,180.0,FRA,27.4305270363,75.0,542.0,6-4 6-4,3,QF,76.0,8.0,3.0,64.0,35.0,26.0,17.0,10.0,1.0,2.0,3.0,1.0,61.0,49.0,29.0,8.0,10.0,2.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,103722,103888
2008-423,Los Angeles,Hard,28,A,20080804,25,104053,1.0,,Andy Roddick,R,188.0,USA,25.9301848049,9.0,1865.0,103823,,,Denis Gremelmayr,L,183.0,GER,26.9678302533,89.0,506.0,6-2 6-2,3,SF,62.0,6.0,0.0,46.0,32.0,24.0,11.0,8.0,4.0,4.0,4.0,2.0,47.0,32.0,19.0,7.0,8.0,7.0,11.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,104053,103823
2008-423,Los Angeles,Hard,28,A,20080804,26,105223,3.0,,Juan Martin Del Potro,R,198.0,ARG,19.8631074606,24.0,1090.0,103888,6.0,,Mardy Fish,R,188.0,USA,26.6529774127,43.0,860.0,6-2 6-1,3,SF,82.0,1.0,2.0,48.0,32.0,24.0,9.0,7.0,2.0,2.0,4.0,1.0,64.0,30.0,19.0,12.0,8.0,8.0,13.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,105223,103888
2008-423,Los Angeles,Hard,28,A,20080804,27,105223,3.0,,Juan Martin Del Potro,R,198.0,ARG,19.8631074606,24.0,1090.0,104053,1.0,,Andy Roddick,R,188.0,USA,25.9301848049,9.0,1865.0,6-1 7-6(2),3,F,89.0,1.0,1.0,58.0,43.0,36.0,8.0,9.0,0.0,0.0,4.0,2.0,64.0,40.0,28.0,10.0,10.0,1.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,104053,105223
2008-422,Cincinnati Masters,Hard,56,M,20080728,1,104068,,,Robby Ginepri,R,183.0,USA,25.8069815195,64.0,665.0,102035,,Q,Jonas Bjorkman,R,183.0,SWE,36.34770705,161.0,273.0,6-0 7-6(5),3,R64,79.0,8.0,1.0,66.0,43.0,35.0,11.0,9.0,0.0,1.0,3.0,1.0,54.0,34.0,20.0,11.0,9.0,2.0,6.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104068,102035
2008-422,Cincinnati Masters,Hard,56,M,20080728,2,104076,,,Jose Acasuso,R,190.0,ARG,25.7713894593,48.0,833.0,104154,,LL,Paul Capdeville,R,190.0,CHI,25.3223819302,133.0,360.0,5-7 6-2 6-2,3,R64,116.0,9.0,2.0,79.0,46.0,36.0,16.0,14.0,5.0,8.0,7.0,4.0,100.0,62.0,37.0,16.0,14.0,8.0,14.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104154,104076
2008-422,Cincinnati Masters,Hard,56,M,20080728,3,103333,16.0,,Ivo Karlovic,R,208.0,CRO,29.4127310062,22.0,1110.0,105064,,,Thomaz Bellucci,L,188.0,BRA,20.5776865161,77.0,532.0,6-3 6-4,3,R64,70.0,18.0,3.0,58.0,40.0,35.0,8.0,10.0,5.0,5.0,4.0,1.0,53.0,33.0,23.0,11.0,9.0,4.0,6.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,103333,105064
2008-422,Cincinnati Masters,Hard,56,M,20080728,4,103990,12.0,,Tommy Robredo,R,180.0,ESP,26.2422997947,16.0,1315.0,103888,,,Mardy Fish,R,188.0,USA,26.6338124572,40.0,880.0,6-2 6-2,3,R64,63.0,2.0,0.0,38.0,18.0,14.0,18.0,8.0,0.0,0.0,9.0,6.0,52.0,25.0,19.0,8.0,8.0,5.0,9.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,103990,103888
2008-422,Cincinnati Masters,Hard,56,M,20080728,5,104417,,,Robin Soderling,R,193.0,SWE,23.9534565366,45.0,850.0,103898,,,Julien Benneteau,R,185.0,FRA,26.6036960986,57.0,745.0,6-0 6-3,3,R64,57.0,8.0,3.0,48.0,30.0,28.0,6.0,7.0,5.0,5.0,2.0,1.0,52.0,35.0,19.0,5.0,8.0,3.0,8.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104417,103898
2008-422,Cincinnati Masters,Hard,56,M,20080728,6,104259,,,Philipp Kohlschreiber,R,178.0,GER,24.7830253251,37.0,910.0,103676,,Q,Michael Yani,R,185.0,USA,27.5728952772,229.0,161.0,6-3 6-4,3,R64,71.0,6.0,0.0,57.0,44.0,35.0,8.0,10.0,1.0,1.0,8.0,1.0,51.0,35.0,23.0,11.0,9.0,0.0,2.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104259,103676
2008-422,Cincinnati Masters,Hard,56,M,20080728,7,102845,,,Carlos Moya,R,190.0,ESP,31.9178644764,41.0,870.0,104386,,,Janko Tipsarevic,R,180.0,SRB,24.0985626283,43.0,863.0,7-6(5) 7-5,3,R64,123.0,4.0,5.0,93.0,52.0,39.0,23.0,12.0,5.0,6.0,9.0,6.0,79.0,35.0,30.0,22.0,12.0,5.0,7.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104386,102845
2008-422,Cincinnati Masters,Hard,56,M,20080728,8,104545,,WC,John Isner,R,206.0,USA,23.2553045859,107.0,451.0,103521,,Q,Andrea Stoppini,R,190.0,ITA,28.4106776181,234.0,159.0,7-6(2) 6-3,3,R64,74.0,17.0,1.0,57.0,39.0,39.0,9.0,11.0,0.0,0.0,6.0,3.0,62.0,38.0,31.0,11.0,10.0,3.0,4.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104545,103521
2008-422,Cincinnati Masters,Hard,56,M,20080728,9,104214,,,Igor Andreev,R,185.0,RUS,25.0403832991,24.0,1100.0,103285,15.0,,Radek Stepanek,R,185.0,CZE,29.6673511294,20.0,1240.0,7-6(4) 6-7(4) 7-6(3),3,R64,171.0,25.0,5.0,119.0,72.0,58.0,28.0,18.0,5.0,7.0,13.0,8.0,125.0,79.0,64.0,20.0,18.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104214,103285
2008-422,Cincinnati Masters,Hard,56,M,20080728,10,104755,11.0,,Richard Gasquet,R,185.0,FRA,22.1108829569,11.0,1545.0,103566,,,Michael Llodra,L,190.0,FRA,28.1943874059,36.0,911.0,3-6 6-1 1-0 RET,3,R64,71.0,5.0,1.0,58.0,39.0,26.0,9.0,8.0,3.0,5.0,1.0,3.0,46.0,27.0,20.0,6.0,9.0,2.0,6.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,104755,103566
2008-422,Cincinnati Masters,Hard,56,M,20080728,11,104098,,,Dmitry Tursunov,R,185.0,RUS,25.6262833676,34.0,928.0,103498,,WC,Marat Safin,R,193.0,RUS,28.501026694,38.0,900.0,7-6(5) 6-4,3,R64,91.0,6.0,3.0,62.0,39.0,36.0,15.0,11.0,2.0,2.0,7.0,9.0,71.0,31.0,26.0,25.0,11.0,6.0,7.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,103498,104098
2008-422,Cincinnati Masters,Hard,56,M,20080728,12,105023,,,Sam Querrey,R,198.0,USA,20.8076659822,46.0,849.0,103908,,,Paul Henri Mathieu,R,185.0,FRA,26.5407255305,23.0,1100.0,6-4 4-6 6-3,3,R64,112.0,20.0,3.0,85.0,56.0,47.0,14.0,15.0,3.0,5.0,12.0,7.0,88.0,45.0,36.0,19.0,14.0,2.0,5.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,103908,105023
2008-422,Cincinnati Masters,Hard,56,M,20080728,13,104468,,,Gilles Simon,R,183.0,FRA,23.5838466804,14.0,1390.0,104330,,LL,Rajeev Ram,R,193.0,USA,24.3613963039,200.0,200.0,7-6(5) 6-4,3,R64,88.0,3.0,0.0,64.0,45.0,31.0,12.0,11.0,1.0,3.0,5.0,1.0,75.0,44.0,28.0,17.0,11.0,1.0,4.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,104330,104468
2008-422,Cincinnati Masters,Hard,56,M,20080728,14,105208,,,Ernests Gulbis,R,190.0,LAT,19.909650924,53.0,782.0,103813,,,Jarkko Nieminen,L,185.0,FIN,27.0143737166,29.0,995.0,7-6(7) 6-2,3,R64,85.0,13.0,4.0,69.0,35.0,30.0,17.0,10.0,1.0,1.0,0.0,1.0,70.0,53.0,32.0,9.0,10.0,5.0,7.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,105208,103813
2008-422,Cincinnati Masters,Hard,56,M,20080728,15,103096,,LL,Arnaud Clement,R,173.0,FRA,30.6119096509,70.0,582.0,102563,,,Thomas Johansson,R,180.0,SWE,33.3470225873,60.0,681.0,7-6(4) 6-7(5) 6-3,3,R64,156.0,25.0,2.0,107.0,60.0,48.0,25.0,17.0,4.0,6.0,28.0,9.0,116.0,64.0,49.0,25.0,16.0,9.0,12.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,102563,103096
